user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
jasonderulo,21609287,6855734669091097861,How the hell am I supposed to kill water?!?! #Uzo #whoisUzo @eravfx,1596225118,8,https://www.tiktok.com/@jasonderulo/video/6855734669091097861?lang=en,3300000,17900,34900,30800000
anicole08,6778616285909451781,6855366109277834501,🤣🤣🤣 #fyp #whatsyourname #MyBFF #funny #deer #dogsoftiktok #futony #dogvsdeer #malinois #606 #kentucky,1596139306,18,https://www.tiktok.com/@anicole08/video/6855366109277834501?lang=en,828700,94600,5911,14400000
spencerx,6524904798586672143,6844703625441332486,Coño 🗣🔥🎶,1593656754,9,https://www.tiktok.com/@spencerx/video/6844703625441332486?lang=en,2500000,110500,21600,22100000
nanipopo,6737164100403217413,6842440336724200710,,1593129791,10,https://www.tiktok.com/@nanipopo/video/6842440336724200710?lang=en,418600,54900,15900,4200000
asher_thrasher44,6727863977528919046,6832087152667512069,She hates me😂 #texaslonghorns #fyp #comedy #foryoupage,1590719251,7,https://www.tiktok.com/@asher_thrasher44/video/6832087152667512069?lang=en,543000,24800,7417,8200000
paolo.presta,6778199050648126465,6830590749449489670,Omg!!!! This was a huge disaster. 😫😩🥺 #pleasedontbeugly #fyp,1590370842,9,https://www.tiktok.com/@paolo.presta/video/6830590749449489670?lang=en,330700,1785,1527,13700000
yzeqeztimmons,6702142438133842950,6859783969743965446,Reply to @xxxtentacionfan_1010 🥱🥱who y’all got??👀👀 I’m back at em send the names,1597167922,15,https://www.tiktok.com/@yzeqeztimmons/video/6859783969743965446?lang=en,33000,7678,3416,158900
duniahernandez91,6780466647322051590,6831402494829055238,,1590559842,15,https://www.tiktok.com/@duniahernandez91/video/6831402494829055238?lang=en,93500,447,7065,1500000
mdpears15,6658733764518117382,6831611772202470662,You don’t like it?! #nurses #nurselife #funny @cassidysullivan39,1590608568,9,https://www.tiktok.com/@mdpears15/video/6831611772202470662?lang=en,117000,1525,383,2300000
moniquemendoza3,4608456,6828325239454272774,He’s never going to trust me again 😂 #fyp #foryou #comedy #boyfriend,1589843362,8,https://www.tiktok.com/@moniquemendoza3/video/6828325239454272774?lang=en,133000,11300,640,1900000
catrachita504_miley,6754818324376552454,6831977961302854918,,1590693828,8,https://www.tiktok.com/@catrachita504_miley/video/6831977961302854918?lang=en,6663,963,95,559200
domo_dannyy,6792599954101601285,6828750674805738757,“WIPE WIPE “ This Do Miracles 🤯😍,1589942416,10,https://www.tiktok.com/@domo_dannyy/video/6828750674805738757?lang=en,55900,268,74,333300
hannahhughes_,6613458793144745990,6830943931908295942,#nosepainting write your age 😩😂 harder than it looks #cup #foryoupage #foru,1590453073,10,https://www.tiktok.com/@hannahhughes_/video/6830943931908295942?lang=en,23600,91,398,491300
ayoominnie,6781878467056567301,6829521119100308742,#mom #momlife,1590121800,8,https://www.tiktok.com/@ayoominnie/video/6829521119100308742?lang=en,26500,848,201,741100
juicyfloop,6751192066502591493,6856382745535384837,press the share button 3 times rlly fast #SummerDIY #CloudBread #fyp #foryou,1596376016,9,https://www.tiktok.com/@juicyfloop/video/6856382745535384837?lang=en,298900,85400,6236,2600000
reppnforchrist,6819434053655151621,6858334296432839942,BREAKING NEWS! #greenscreenvideo #reppnforchrist #fyp #walk #news #story #storytime #doctor #nurse #hope #jesus #god #family #new #legs #wow #fy #wife,1596830393,50,https://www.tiktok.com/@reppnforchrist/video/6858334296432839942?lang=en,57200,5501,616,205900
_iliyana,6766050472225162245,6860104995933605126,PLEASE ? 😔 #rororor #excuseme #comedy #funnyvideos #moodflip #HurtMyFeelings #stepintolove #viral #fyp #foryou #please #cakes #hungry #lol,1597242668,8,https://www.tiktok.com/@_iliyana/video/6860104995933605126?lang=en,16800,426,299,107900
dakotaolave,6613398665766305798,6853457412767190278,SEND THE #hype TO @hypemeupcommunity 👀 Follow my lG for a BONUS chance to win! (LINK IN BIO) #sendthehype,1595694903,18,https://www.tiktok.com/@dakotaolave/video/6853457412767190278?lang=en,678400,103200,66000,4000000
melissa.kristine,6774598876546843654,6827672535497198853,#fyp #foryou #foryoupage,1589691393,15,https://www.tiktok.com/@melissa.kristine/video/6827672535497198853?lang=en,621700,7716,3461,6300000
jasonderulo,21609287,6853212442890194181,2 Kinds of people. Which one are you? 😂 @hannahstocking,1595637867,18,https://www.tiktok.com/@jasonderulo/video/6853212442890194181?lang=en,2600000,18100,76800,14800000
spencerx,6524904798586672143,6846947183145536774,Had to put my beatbox spin on this one 🗣🎶,1594179126,13,https://www.tiktok.com/@spencerx/video/6846947183145536774?lang=en,952400,20400,9147,8500000
jasonderulo,21609287,6855732564150226181,"Thanks to the new LG Velvet, I've got options. What is your favorite? Aurora Gray,  Pink White, Red or Silver? #LGVelvet",1596224628,23,https://www.tiktok.com/@jasonderulo/video/6855732564150226181?lang=en,1400000,3298,6896,10400000
veronicaallis,6752838088588788741,6827175338846555397,💖💖💖 #25weekspregnant #latina #latinamom,1589575630,9,https://www.tiktok.com/@veronicaallis/video/6827175338846555397?lang=en,154200,2609,434,1500000
nikolasplytas,6707710209031111686,6830534190035897606,I cut the pineapple 🍍 in the middle. #foryoupage #fyp #surffoil,1590357673,10,https://www.tiktok.com/@nikolasplytas/video/6830534190035897606?lang=en,475700,6935,1942,7500000
spencerx,6524904798586672143,6846207323887684870,Zipper beatbox prank gone wrong 🗣🧳😭 @jonklaasen,1594006862,25,https://www.tiktok.com/@spencerx/video/6846207323887684870?lang=en,3100000,8665,8271,24700000
bayliesews,6810193221840798725,6828728905378155782,Thank me later :) #foryou #tiktok #fyp #foryoupage,1589937349,8,https://www.tiktok.com/@bayliesews/video/6828728905378155782?lang=en,258000,27000,4386,1700000
think.global,6822227618533278726,6830087371728456966,#ice #snake #ballon #duet #what,1590253640,9,https://www.tiktok.com/@think.global/video/6830087371728456966?lang=en,16100,55,173,684100
etfunnychannel,6758241245809116166,6831070993394453766,quick water withdrawal,1590482661,9,https://www.tiktok.com/@etfunnychannel/video/6831070993394453766?lang=en,644800,22800,1164,25000000
mr.smash_ohana2,6826965328016212998,6831883690218441990,The Best PL/PSG combination ever made #armylife #bootcrew #military #mywayorthehighway #fyp #foryoupage @hunterjbrandt,1590671878,14,https://www.tiktok.com/@mr.smash_ohana2/video/6831883690218441990?lang=en,322000,2226,5079,3200000
queenfrancine1,6635084674262351877,6829468285642247429,Someone get my phone 🤣,1590109498,10,https://www.tiktok.com/@queenfrancine1/video/6829468285642247429?lang=en,52400,146,866,1100000
curlyheadalissa,6648342447078637574,6828413130477980933,Woah😳 #foryoupage#quarantine #boredaf,1589863830,13,https://www.tiktok.com/@curlyheadalissa/video/6828413130477980933?lang=en,41800,661,475,250000
mikeymoments,6852711670861022214,6860149730727431429,He really said “noth-ing” 🥺😛 he’s always looking for treats! #fyp #foryou #catsoftiktok #cats #mikey,1597253081,15,https://www.tiktok.com/@mikeymoments/video/6860149730727431429?lang=en,91100,5008,505,512800
worldofglass,6722225797506270213,6829148785713761541,This GLASS ART piece is SAVAGE! so big - this is super hard to make 🙌🔥 #Worldofglass #Glassblowing video by aytac_davids #AXEfingersdown #litty,1590035112,11,https://www.tiktok.com/@worldofglass/video/6829148785713761541?lang=en,609000,1878,1403,10800000
caitlin.wilford,6723312262037996549,6828656214314994950,Broken spray bottom at attempt 400 #fyp #wipeitdown #JustDanceMoves #mirror,1589920429,8,https://www.tiktok.com/@caitlin.wilford/video/6828656214314994950?lang=en,12800,12,51,316700
lexihensler,6682089679942583302,6854385019327089926,Here are the results!💛,1595910881,10,https://www.tiktok.com/@lexihensler/video/6854385019327089926?lang=en,668000,3062,8465,12200000
kortneygranning,6768459556890625030,6828301070947601669,#momsoftiktok #neighbor #timetomove,1589837735,11,https://www.tiktok.com/@kortneygranning/video/6828301070947601669?lang=en,11500,230,73,299700
mb.flavortown,6721066148941022214,6827971411617828102,#duet with @four5seven4 hi #fyp,1589760980,10,https://www.tiktok.com/@mb.flavortown/video/6827971411617828102?lang=en,18300,23,53,237100
jasonderulo,21609287,6860192891961216262,How did they do? Rate 1-10 🙌🏾🙌🏾 @jena @sommerray #TakeYouDancing,1597263132,15,https://www.tiktok.com/@jasonderulo/video/6860192891961216262?lang=en,127200,82,2942,646000
grahamfam2020,6691391944893678598,6826886259999247622,#foryoupage 😂,1589508325,8,https://www.tiktok.com/@grahamfam2020/video/6826886259999247622?lang=en,230900,905,265,2600000
