user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
washingtonpost,6665748878039842822,6790744110501334277,News cycle 📰,1581093324,13,https://www.tiktok.com/@washingtonpost/video/6790744110501334277?lang=en,1943,42,31,34300
washingtonpost,6665748878039842822,6790427844318153990,Questions? Ask us in the comments. #newspaper #iowacaucus,1581019687,18,https://www.tiktok.com/@washingtonpost/video/6790427844318153990?lang=en,3950,67,37,48600
washingtonpost,6665748878039842822,6790030232150691078,Based on true events #full180 #newspaper,1580927111,10,https://www.tiktok.com/@washingtonpost/video/6790030232150691078?lang=en,37900,421,122,178700
washingtonpost,6665748878039842822,6789996542288858373,Learning is fun! #newspaper,1580919268,8,https://www.tiktok.com/@washingtonpost/video/6789996542288858373?lang=en,34000,288,85,221000
washingtonpost,6665748878039842822,6789677937089121542,We still don’t know who won Iowa #myheartwent,1580845086,12,https://www.tiktok.com/@washingtonpost/video/6789677937089121542?lang=en,18900,945,98,120400
washingtonpost,6665748878039842822,6789641522137648390,What it’s like during a live election show #halfwaythere #newspaper,1580836608,11,https://www.tiktok.com/@washingtonpost/video/6789641522137648390?lang=en,10300,63,34,79000
washingtonpost,6665748878039842822,6789305116823424262,We’re in Iowa for the caucuses. So is @nowthis. #2020 #newpaper @nowthispolitics,1580758282,17,https://www.tiktok.com/@washingtonpost/video/6789305116823424262?lang=en,50500,4340,373,262400
washingtonpost,6665748878039842822,6789006533364567301,Dave is not doing a good job of hiding his @chiefs fandom #superbowlliv,1580688764,14,https://www.tiktok.com/@washingtonpost/video/6789006533364567301?lang=en,5101,73,40,41700
washingtonpost,6665748878039842822,6788977299808079110,Shout-out to our fellow Olds downloading TikTok #awkwardmoments,1580681956,21,https://www.tiktok.com/@washingtonpost/video/6788977299808079110?lang=en,9303,317,86,68200
washingtonpost,6665748878039842822,6788626829554093317,"Luckily, I have Drake University’s mascot Griff for emotional support #newspaper #BrokenOne",1580600361,11,https://www.tiktok.com/@washingtonpost/video/6788626829554093317?lang=en,73700,715,157,301000
washingtonpost,6665748878039842822,6788546743715024134,A @49ers dance competition before their #superbowlliv appearance,1580581709,17,https://www.tiktok.com/@washingtonpost/video/6788546743715024134?lang=en,1885,13,23,31200
washingtonpost,6665748878039842822,6788236044971166982,Gene’s #workroutine? Playing ‘Animal Crossing’,1580509370,12,https://www.tiktok.com/@washingtonpost/video/6788236044971166982?lang=en,4686,107,46,50500
washingtonpost,6665748878039842822,6788140936321862917,#buthaveyouseen 📰,1580487225,9,https://www.tiktok.com/@washingtonpost/video/6788140936321862917?lang=en,13900,157,109,75300
washingtonpost,6665748878039842822,6787793736551304454,Didn’t break my promise #howtoadult,1580406387,15,https://www.tiktok.com/@washingtonpost/video/6787793736551304454?lang=en,31900,247,83,158100
washingtonpost,6665748878039842822,6787445507842231557,"Finally, some answers. #newspaper #SuperBowl",1580325308,20,https://www.tiktok.com/@washingtonpost/video/6787445507842231557?lang=en,15000,232,77,124100
washingtonpost,6665748878039842822,6787129998609321222,We got some great footage of George Kittle though @49ers #somethingamazing,1580251849,9,https://www.tiktok.com/@washingtonpost/video/6787129998609321222?lang=en,479600,5187,604,2600000
washingtonpost,6665748878039842822,6787080194613054725,Why not both? #chooseone @chiefs #superbowl,1580240252,11,https://www.tiktok.com/@washingtonpost/video/6787080194613054725?lang=en,6054,33,36,48900
washingtonpost,6665748878039842822,6786762152217677062,It’s gonna be a long week #mepracticing @chiefs @49ers #SuperBowl,1580166203,18,https://www.tiktok.com/@washingtonpost/video/6786762152217677062?lang=en,5445,153,60,45500
washingtonpost,6665748878039842822,6785584081858989317,Never got to say hi to Nicole #cinematics #newpaper,1579891911,18,https://www.tiktok.com/@washingtonpost/video/6785584081858989317?lang=en,6871,56,55,50700
washingtonpost,6665748878039842822,6785200937683127558,"Stop it, news #newspaper",1579802704,13,https://www.tiktok.com/@washingtonpost/video/6785200937683127558?lang=en,73800,1819,175,428700
washingtonpost,6665748878039842822,6784807916835704069,Hope this helps #newspaper #whatilooklike,1579711197,14,https://www.tiktok.com/@washingtonpost/video/6784807916835704069?lang=en,5999,72,33,49500
washingtonpost,6665748878039842822,6784440994306788614,Wide awake #3am #newspaper,1579625766,10,https://www.tiktok.com/@washingtonpost/video/6784440994306788614?lang=en,39600,270,170,373700
washingtonpost,6665748878039842822,6783061384922959109,"First the Declaration of Independence, now this??? #nationaltreasure3",1579304551,13,https://www.tiktok.com/@washingtonpost/video/6783061384922959109?lang=en,26900,840,97,129900
washingtonpost,6665748878039842822,6783007021739412742,Found out what everyone’s working on #newspaper,1579291893,34,https://www.tiktok.com/@washingtonpost/video/6783007021739412742?lang=en,23700,214,100,159400
washingtonpost,6665748878039842822,6782658692618784005,TikTok Telenovela Thursday is back #officelife #newspaper,1579210791,20,https://www.tiktok.com/@washingtonpost/video/6782658692618784005?lang=en,6152,119,68,49600
washingtonpost,6665748878039842822,6782576563184504069,Pardon the interruption for this important PSA #officelife #newspaper,1579191669,10,https://www.tiktok.com/@washingtonpost/video/6782576563184504069?lang=en,18800,344,256,105700
washingtonpost,6665748878039842822,6782247433578614021,Watergate flashback #historybuff #newspaper,1579115038,21,https://www.tiktok.com/@washingtonpost/video/6782247433578614021?lang=en,34000,2093,249,297700
washingtonpost,6665748878039842822,6781916691409407238,When do we go home #newspaper,1579038031,12,https://www.tiktok.com/@washingtonpost/video/6781916691409407238?lang=en,8869,137,56,80100
washingtonpost,6665748878039842822,6781836852161744134,"Yep, that’s basically what happened #newsroom #sharktank #greenscreenvideo",1579019442,13,https://www.tiktok.com/@washingtonpost/video/6781836852161744134?lang=en,25900,313,152,155900
washingtonpost,6665748878039842822,6781486567845285125,‘Joker’ was nominated for 11 Oscars today #newspaper #Joker,1578937885,16,https://www.tiktok.com/@washingtonpost/video/6781486567845285125?lang=en,19700,872,235,335200
washingtonpost,6665748878039842822,6780344306529029382,"It’s Seung Min Kim, from the newspaper!",1578671931,14,https://www.tiktok.com/@washingtonpost/video/6780344306529029382?lang=en,13000,101,66,81700
washingtonpost,6665748878039842822,6779999731113348357,Fish content forever #newspaper,1578591706,13,https://www.tiktok.com/@washingtonpost/video/6779999731113348357?lang=en,26700,174,129,184600
washingtonpost,6665748878039842822,6779688194796473606,We’re all secretly kids tbh #newspaper,1578519181,15,https://www.tiktok.com/@washingtonpost/video/6779688194796473606?lang=en,100800,1040,141,383200
washingtonpost,6665748878039842822,6779617791617125638,Everything is a TikTok. #newspaper,1578502779,13,https://www.tiktok.com/@washingtonpost/video/6779617791617125638?lang=en,27500,289,94,180300
washingtonpost,6665748878039842822,6779334226438327557,Working the night shift on a slow news day #morefishcontent #fishcontent,1578436757,17,https://www.tiktok.com/@washingtonpost/video/6779334226438327557?lang=en,14700,184,132,153100
washingtonpost,6665748878039842822,6779283360842829062,What if Wall-E was a documentary #futuretech,1578424913,13,https://www.tiktok.com/@washingtonpost/video/6779283360842829062?lang=en,32600,674,225,356600
washingtonpost,6665748878039842822,6778911130489310469,"#backatwork today to make #fishcontent. You’re welcome, @karalynndunton.",1578338247,29,https://www.tiktok.com/@washingtonpost/video/6778911130489310469?lang=en,88200,4458,469,718400
washingtonpost,6665748878039842822,6777813559138077958,This is Gene #thisisreal #thisisme,1578082697,12,https://www.tiktok.com/@washingtonpost/video/6777813559138077958?lang=en,8721,53,68,66700
washingtonpost,6665748878039842822,6777754872168107269,Thanks for the audio @thehypehouse,1578069034,10,https://www.tiktok.com/@washingtonpost/video/6777754872168107269?lang=en,8974,158,51,70900
washingtonpost,6665748878039842822,6777386006892055813,#ceoof wild nights,1577983148,12,https://www.tiktok.com/@washingtonpost/video/6777386006892055813?lang=en,73200,1882,218,323600
washingtonpost,6665748878039842822,6777039465216003333,The last two were brother and sister 💀,1577902467,18,https://www.tiktok.com/@washingtonpost/video/6777039465216003333?lang=en,5923,27,40,51400
washingtonpost,6665748878039842822,6776650317233736966,I left with more questions than answers #NewYearsResolution #NewYears #2020 #newspaper,1577811857,22,https://www.tiktok.com/@washingtonpost/video/6776650317233736966?lang=en,378600,9256,1502,2000000
washingtonpost,6665748878039842822,6776338216845937925,Help,1577739190,5,https://www.tiktok.com/@washingtonpost/video/6776338216845937925?lang=en,28300,183,373,150300
washingtonpost,6665748878039842822,6776293141176683781,You can also read newspapers #drivethebus,1577728696,11,https://www.tiktok.com/@washingtonpost/video/6776293141176683781?lang=en,19700,64,48,106000
washingtonpost,6665748878039842822,6775169303286205701,Turns out the newsroom wasn’t empty #holidayovertime #newspaper,1577467032,14,https://www.tiktok.com/@washingtonpost/video/6775169303286205701?lang=en,107900,920,214,669700
washingtonpost,6665748878039842822,6774794650562727174,Big shout-out to Elyse though #wow #newspaper,1577379801,11,https://www.tiktok.com/@washingtonpost/video/6774794650562727174?lang=en,124100,1024,254,961200
washingtonpost,6665748878039842822,6774424206592478470,Elves come in all shapes and sizes #christmas2019,1577293550,17,https://www.tiktok.com/@washingtonpost/video/6774424206592478470?lang=en,5044,34,47,48600
washingtonpost,6665748878039842822,6774066631262948613,How much would you pay? #lastminutexmas #WeAreANewspaper,1577210296,10,https://www.tiktok.com/@washingtonpost/video/6774066631262948613?lang=en,98900,297,633,623700
washingtonpost,6665748878039842822,6773704170550660357,All in a day’s work. #noway #duet with @miatomeo,1577125904,23,https://www.tiktok.com/@washingtonpost/video/6773704170550660357?lang=en,15800,131,50,128600
washingtonpost,6665748878039842822,6773696650914434310,"Thanks, WikiHow!!! #newspaper #wikihow",1577124153,12,https://www.tiktok.com/@washingtonpost/video/6773696650914434310?lang=en,236300,3055,387,1300000
washingtonpost,6665748878039842822,6772592073888615686,Is this how it goes? #cinderella #bippidyboppidyboo,1576866974,10,https://www.tiktok.com/@washingtonpost/video/6772592073888615686?lang=en,45600,104,136,272000
washingtonpost,6665748878039842822,6772180524376083718,"Gene really, REALLY likes Star Wars #RiseOfSkywalker #greenscreenvideo",1576771153,22,https://www.tiktok.com/@washingtonpost/video/6772180524376083718?lang=en,10900,37,47,67200
washingtonpost,6665748878039842822,6771895030274657542,This is how our travel section writers play tag #tiktoktravel,1576704681,21,https://www.tiktok.com/@washingtonpost/video/6771895030274657542?lang=en,89100,296,97,387700
washingtonpost,6665748878039842822,6771464802666663174,Don’t be like Teddy #thisisathreat #newspaper #secretsanta,1576604511,12,https://www.tiktok.com/@washingtonpost/video/6771464802666663174?lang=en,79000,1154,268,302100
washingtonpost,6665748878039842822,6771105525686865158,Is newspaper an instrument? #holidaycovers,1576520860,14,https://www.tiktok.com/@washingtonpost/video/6771105525686865158?lang=en,83000,767,202,339200
washingtonpost,6665748878039842822,6770038213957520646,Thanks to our friends downstairs who keep us caffeinated. #coconutno #coffee,1576272357,13,https://www.tiktok.com/@washingtonpost/video/6770038213957520646?lang=en,147300,804,199,1200000
washingtonpost,6665748878039842822,6769956505463590149,😳,1576253333,18,https://www.tiktok.com/@washingtonpost/video/6769956505463590149?lang=en,37200,314,95,178100
washingtonpost,6665748878039842822,6769616311254338821,It’s estimated that 99% of Finns use a sauna every week. #hot #newspaper,1576174125,18,https://www.tiktok.com/@washingtonpost/video/6769616311254338821?lang=en,20500,291,79,142300
washingtonpost,6665748878039842822,6769246030086147334,The Commissioner’s Trophy visited the newsroom after the Nationals won the World Series. We all became kids again #newspaper #Nationals,1576087913,13,https://www.tiktok.com/@washingtonpost/video/6769246030086147334?lang=en,15300,72,73,98400
washingtonpost,6665748878039842822,6768855068855799045,The news tried really hard to write @wesleylowery #newspaper,1575996885,13,https://www.tiktok.com/@washingtonpost/video/6768855068855799045?lang=en,76900,373,176,389200
washingtonpost,6665748878039842822,6768469657562205445,Working at a newspaper can be draining. #copyeditors,1575907150,9,https://www.tiktok.com/@washingtonpost/video/6768469657562205445?lang=en,83800,351,82,422600
washingtonpost,6665748878039842822,6767450579250793733,Jane Fonda has protested every Friday since October 11th. She has been arrested several times already. #newspaper #climatechange,1575669877,22,https://www.tiktok.com/@washingtonpost/video/6767450579250793733?lang=en,69900,506,274,315600
washingtonpost,6665748878039842822,6767375158203256070,I panicked #handitover #newspaper #videojournalism,1575652316,11,https://www.tiktok.com/@washingtonpost/video/6767375158203256070?lang=en,66300,193,126,326500
washingtonpost,6665748878039842822,6766656180174523653,Thanks for the dancing tips @charlidamelio #newspaper #MuellerReport,1575484916,14,https://www.tiktok.com/@washingtonpost/video/6766656180174523653?lang=en,91500,789,179,400600
washingtonpost,6665748878039842822,6766281374715350277,A tragedy in 28 seconds. #newspaper #heartbreak,1575397650,28,https://www.tiktok.com/@washingtonpost/video/6766281374715350277?lang=en,196400,1068,257,657500
washingtonpost,6665748878039842822,6765886712896818437,News is all around us #frozen #newsroom #newspaper,1575305761,13,https://www.tiktok.com/@washingtonpost/video/6765886712896818437?lang=en,521000,14000,1790,2700000
washingtonpost,6665748878039842822,6764837298052844806,Time to come clean #LoveActually #CarolSingers #newspaper,1575061425,15,https://www.tiktok.com/@washingtonpost/video/6764837298052844806?lang=en,230100,785,207,2300000
washingtonpost,6665748878039842822,6764420388530195718,Well that took a turn. #happythanksgiving #turkeyday #cooking #newspaper,1574964355,21,https://www.tiktok.com/@washingtonpost/video/6764420388530195718?lang=en,327100,2917,961,1500000
washingtonpost,6665748878039842822,6764060502231387397,We pretended to be planes so you could fly comfortably #travel #tiktoktravel #newspaper,1574880563,15,https://www.tiktok.com/@washingtonpost/video/6764060502231387397?lang=en,123200,1076,122,606100
washingtonpost,6665748878039842822,6763677533239135494,Are we there yet? #newspaper #thanksgiving #tiktoktravel,1574791396,13,https://www.tiktok.com/@washingtonpost/video/6763677533239135494?lang=en,259400,1014,245,1100000
washingtonpost,6665748878039842822,6763294623050763525,We finally found Maverick a job. #newspaper #sowholesome,1574702243,18,https://www.tiktok.com/@washingtonpost/video/6763294623050763525?lang=en,105600,1478,247,436200
washingtonpost,6665748878039842822,6762166703666269446,Senator Cory Booker is running for President #runforit #newspaper,1574439629,12,https://www.tiktok.com/@washingtonpost/video/6762166703666269446?lang=en,468500,6659,1716,2300000
washingtonpost,6665748878039842822,6761799554196114694,Hopefully we get Cory Booker’s attention one day. #newspaper,1574354145,10,https://www.tiktok.com/@washingtonpost/video/6761799554196114694?lang=en,759400,4735,908,3600000
washingtonpost,6665748878039842822,6761520720238480646,"This took our entire lives to make, don’t let this flop #newspaper #demdebate @staytunednbc #msnbc",1574289225,10,https://www.tiktok.com/@washingtonpost/video/6761520720238480646?lang=en,326300,1195,419,1800000
washingtonpost,6665748878039842822,6761438750842047749,Look who we found! #newspaper @staytunednbc,1574270139,13,https://www.tiktok.com/@washingtonpost/video/6761438750842047749?lang=en,138100,421,217,657600
washingtonpost,6665748878039842822,6761152939714432261,We shot this at a VERY realistic White House replica in Tyler Perry Studios. #newspaper #whitehouse #petebuttigieg,1574203595,11,https://www.tiktok.com/@washingtonpost/video/6761152939714432261?lang=en,198400,997,340,1000000
washingtonpost,6665748878039842822,6761071721333214470,"A quick, important PSA. #newspaper #newsroom #thatsalook",1574184683,14,https://www.tiktok.com/@washingtonpost/video/6761071721333214470?lang=en,221800,9607,680,1100000
washingtonpost,6665748878039842822,6760690590599466245,MAKE IT STOP #newspaper #demdebate #wildfires #hearings #newsroom,1574095945,10,https://www.tiktok.com/@washingtonpost/video/6760690590599466245?lang=en,289000,1844,265,1100000
washingtonpost,6665748878039842822,6759573987078049030,TikTok knows....... right? #dailyaffirmation #newspaper #newsroom #worklife,1573835965,11,https://www.tiktok.com/@washingtonpost/video/6759573987078049030?lang=en,240900,1050,942,919200
washingtonpost,6665748878039842822,6759292366726696198,Gasp!!!!!! #newsroom #eviltwin #somosWaPo #telenovela,1573770396,22,https://www.tiktok.com/@washingtonpost/video/6759292366726696198?lang=en,188400,1127,247,806000
washingtonpost,6665748878039842822,6759209295050558726,"So easy, you can do it upside down #RegisterToVote #newspaper #georgetown",1573751054,12,https://www.tiktok.com/@washingtonpost/video/6759209295050558726?lang=en,301000,1036,228,1500000
washingtonpost,6665748878039842822,6758839889397124357,Wait for it... #SomosWaPo #newsroom,1573665045,15,https://www.tiktok.com/@washingtonpost/video/6758839889397124357?lang=en,222900,1298,557,1200000
washingtonpost,6665748878039842822,6758495102051618054,Wait so this song is over a year old? #SomosWAPO #youshouldknow,1573584768,18,https://www.tiktok.com/@washingtonpost/video/6758495102051618054?lang=en,112000,569,183,608900
washingtonpost,6665748878039842822,6758156308018367749,Trabajar duro #grouptext #whatsapp #newsroom #otrotrago,1573505886,15,https://www.tiktok.com/@washingtonpost/video/6758156308018367749?lang=en,161700,703,161,1000000
washingtonpost,6665748878039842822,6757038922347334918,I hope I graduate on time #newspaper #newsroom,1573245724,15,https://www.tiktok.com/@washingtonpost/video/6757038922347334918?lang=en,1100000,17200,2095,4900000
washingtonpost,6665748878039842822,6756994665775385862,Still looking for Trevor Noah though #newspaper @thedailyshow #dog,1573235420,9,https://www.tiktok.com/@washingtonpost/video/6756994665775385862?lang=en,131400,358,71,602400
washingtonpost,6665748878039842822,6756620216521755910,"Nope, not really. Sorry, @thedailyshow #newspaper",1573148237,13,https://www.tiktok.com/@washingtonpost/video/6756620216521755910?lang=en,137000,575,403,593200
washingtonpost,6665748878039842822,6756274414569934086,The TikTok comment section but in real life #newspaper #first #wowearly,1573067723,20,https://www.tiktok.com/@washingtonpost/video/6756274414569934086?lang=en,37600,215,323,175600
washingtonpost,6665748878039842822,6755885601922256133,Our Elections team is hard at work today. #newspaper #vibecheck,1572977196,11,https://www.tiktok.com/@washingtonpost/video/6755885601922256133?lang=en,53000,139,125,311700
washingtonpost,6665748878039842822,6755502005420133638,Don’t try to lie to our Fact Checker team #newspaper #liedetector #factchecker #lateforwork,1572887883,13,https://www.tiktok.com/@washingtonpost/video/6755502005420133638?lang=en,406600,2615,435,1600000
washingtonpost,6665748878039842822,6754850318250478853,Nothing says baseball like the baby shark song #worldseries #newspaper,1572736150,11,https://www.tiktok.com/@washingtonpost/video/6754850318250478853?lang=en,112400,452,272,568800
washingtonpost,6665748878039842822,6754366152547388678,"These dancers work for The Fix, our political analysis blog #TheScarn #newspaper #newsletter",1572623422,17,https://www.tiktok.com/@washingtonpost/video/6754366152547388678?lang=en,66100,602,228,318000
washingtonpost,6665748878039842822,6754044799545838854,This. Is. Not. A. Joke. #thisishalloween,1572548601,29,https://www.tiktok.com/@washingtonpost/video/6754044799545838854?lang=en,185300,1304,349,691300
washingtonpost,6665748878039842822,6754010987227090182,Someone please help #thisishalloween #newspaper,1572540728,17,https://www.tiktok.com/@washingtonpost/video/6754010987227090182?lang=en,266200,1242,373,1000000
washingtonpost,6665748878039842822,6753663334257593606,Go Nationals! #FinishTheFight #newspaper #baseballboys,1572459787,14,https://www.tiktok.com/@washingtonpost/video/6753663334257593606?lang=en,133700,655,352,537200
washingtonpost,6665748878039842822,6753620732728691974,Our new meteorologist takes his job very seriously. #newspaper #halloween #costume #weather,1572449869,12,https://www.tiktok.com/@washingtonpost/video/6753620732728691974?lang=en,171900,931,280,530200
washingtonpost,6665748878039842822,6753243327790927109,Julián Castro (left) is running for president. #newspaper #whoareyou,1572361997,13,https://www.tiktok.com/@washingtonpost/video/6753243327790927109?lang=en,492500,9709,1156,4000000
washingtonpost,6665748878039842822,6752901182043278597,Sometimes we need a break too. #newspaper,1572282335,13,https://www.tiktok.com/@washingtonpost/video/6752901182043278597?lang=en,403100,5266,3348,2000000
washingtonpost,6665748878039842822,6751819921279175941,"Thank you for your service, Maverick #halloweekend #newspaper #cockroach",1572030583,8,https://www.tiktok.com/@washingtonpost/video/6751819921279175941?lang=en,169300,1998,280,666700
washingtonpost,6665748878039842822,6751373419679321350,Group FaceTime!! #react to @bonjouritsjay #newspaper #theoffice,1571926626,13,https://www.tiktok.com/@washingtonpost/video/6751373419679321350?lang=en,24800,900,88,122000
washingtonpost,6665748878039842822,6751033955228716293,Beto O’Rourke is running for president. He also loves to stand on things. #newspaper #curveball,1571847587,15,https://www.tiktok.com/@washingtonpost/video/6751033955228716293?lang=en,77700,2631,1202,498900
